machine_code,time,sim_elapsed_s,profile,scenario,phase,vibration_mm_s,motor_power,temperature,humidity,current,charge,state,source
ARO-01,2026-05-28T23:36:49.863Z,3691,A_linear,healthy,pause,0.977,0.005,15.4,73.6,0.009,30.0,pause,labview_bridge
ARO-01,2026-05-28T23:36:50.864Z,3692,A_linear,healthy,pause,0.993,0.010,15.5,73.9,0.017,30.0,pause,labview_bridge
ARO-01,2026-05-28T23:36:51.865Z,3693,A_linear,healthy,pause,0.987,0.008,15.4,73.7,0.014,30.0,pause,labview_bridge
ARO-01,2026-05-28T23:36:52.865Z,3694,A_linear,healthy,pause,0.996,0.013,15.4,73.9,0.023,30.0,pause,labview_bridge
ARO-01,2026-05-28T23:36:53.866Z,3695,A_linear,healthy,pause,0.978,0.000,15.3,74.2,0.000,30.0,pause,labview_bridge
ARO-01,2026-05-28T23:36:54.867Z,3696,A_linear,healthy,ascent,1.020,0.642,15.4,74.2,1.158,75.0,ascent,labview_bridge
ARO-01,2026-05-28T23:36:55.867Z,3697,A_linear,healthy,ascent,1.027,0.626,15.4,74.2,1.130,75.0,ascent,labview_bridge
ARO-01,2026-05-28T23:36:56.868Z,3698,A_linear,healthy,ascent,1.027,0.624,15.4,74.0,1.126,75.0,ascent,labview_bridge
ARO-01,2026-05-28T23:36:57.869Z,3699,A_linear,healthy,ascent,1.029,0.645,15.5,73.9,1.163,75.0,ascent,labview_bridge
ARO-01,2026-05-28T23:36:58.869Z,3700,A_linear,healthy,ascent,1.042,0.642,15.7,74.2,1.159,75.0,ascent,labview_bridge
ARO-01,2026-05-28T23:36:59.870Z,3701,A_linear,healthy,ascent,1.036,0.638,15.8,74.0,1.151,75.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:00.870Z,3702,A_linear,healthy,ascent,1.038,0.634,15.9,73.9,1.143,75.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:01.871Z,3703,A_linear,healthy,ascent,1.020,0.624,15.8,74.0,1.126,75.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:02.871Z,3704,A_linear,healthy,ascent,1.051,0.631,15.8,73.5,1.139,75.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:03.879Z,3705,A_linear,healthy,ascent,1.061,0.634,15.8,73.3,1.144,75.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:04.880Z,3706,A_linear,healthy,ascent,1.044,0.652,15.7,73.3,1.176,75.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:05.880Z,3707,A_linear,healthy,ascent,1.020,0.648,15.8,73.6,1.169,75.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:06.880Z,3708,A_linear,healthy,descent,1.043,0.351,15.9,73.6,0.633,75.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:07.881Z,3709,A_linear,healthy,descent,1.026,0.353,15.8,73.7,0.636,75.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:08.882Z,3710,A_linear,healthy,descent,1.007,0.344,15.8,73.7,0.620,75.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:09.882Z,3711,A_linear,healthy,descent,1.000,0.352,15.8,73.9,0.634,75.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:10.883Z,3712,A_linear,healthy,descent,1.002,0.351,15.8,74.0,0.633,75.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:11.884Z,3713,A_linear,healthy,descent,1.007,0.355,15.8,73.5,0.640,75.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:12.885Z,3714,A_linear,healthy,descent,0.996,0.350,15.7,73.6,0.631,75.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:13.886Z,3715,A_linear,healthy,descent,0.970,0.361,15.6,74.1,0.652,75.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:14.887Z,3716,A_linear,healthy,descent,0.951,0.344,15.5,73.9,0.620,75.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:15.887Z,3717,A_linear,healthy,descent,0.939,0.348,15.5,73.6,0.627,75.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:16.888Z,3718,A_linear,healthy,descent,0.944,0.350,15.6,74.0,0.631,75.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:17.889Z,3719,A_linear,healthy,descent,0.946,0.351,15.6,74.0,0.633,75.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:18.889Z,3720,A_linear,healthy,pause,0.936,0.000,15.5,73.9,0.000,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:19.890Z,3721,A_linear,healthy,pause,0.927,0.000,15.4,74.0,0.000,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:20.890Z,3722,A_linear,healthy,pause,0.931,0.005,15.5,74.0,0.008,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:21.891Z,3723,A_linear,healthy,pause,0.912,0.000,15.4,74.3,0.000,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:22.891Z,3724,A_linear,healthy,pause,0.925,0.000,15.4,74.1,0.000,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:23.892Z,3725,A_linear,healthy,pause,0.935,0.000,15.3,74.5,0.000,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:24.893Z,3726,A_linear,healthy,pause,0.931,0.000,15.4,74.2,0.000,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:25.893Z,3727,A_linear,healthy,pause,0.920,0.004,15.5,74.2,0.007,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:26.894Z,3728,A_linear,healthy,pause,0.921,0.000,15.4,74.2,0.000,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:27.895Z,3729,A_linear,healthy,pause,0.952,0.000,15.3,74.3,0.000,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:28.897Z,3730,A_linear,healthy,pause,0.929,0.006,15.3,74.2,0.011,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:29.897Z,3731,A_linear,healthy,pause,0.946,0.000,15.3,74.2,0.000,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:30.898Z,3732,A_linear,healthy,pause,0.957,0.000,15.3,74.3,0.000,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:31.899Z,3733,A_linear,healthy,pause,0.939,0.000,15.2,74.3,0.000,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:32.899Z,3734,A_linear,healthy,pause,0.950,0.005,15.2,74.5,0.009,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:33.900Z,3735,A_linear,healthy,pause,0.967,0.008,15.2,74.5,0.015,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:34.900Z,3736,A_linear,healthy,pause,0.982,0.003,15.1,74.8,0.006,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:35.901Z,3737,A_linear,healthy,pause,0.989,0.000,15.1,74.7,0.000,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:36.901Z,3738,A_linear,healthy,pause,1.001,0.000,15.1,74.5,0.000,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:37.902Z,3739,A_linear,healthy,pause,1.012,0.000,15.2,74.5,0.000,75.0,pause,labview_bridge
ARO-01,2026-05-28T23:37:38.903Z,3740,A_linear,healthy,ascent,1.026,0.828,15.4,74.7,1.494,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:39.904Z,3741,A_linear,healthy,ascent,1.043,0.832,15.6,74.6,1.502,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:40.904Z,3742,A_linear,healthy,ascent,1.013,0.820,15.7,74.6,1.480,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:41.905Z,3743,A_linear,healthy,ascent,1.011,0.838,15.9,74.5,1.513,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:42.906Z,3744,A_linear,healthy,ascent,1.038,0.834,16.0,74.4,1.505,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:43.906Z,3745,A_linear,healthy,ascent,1.024,0.837,16.0,74.5,1.509,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:44.907Z,3746,A_linear,healthy,ascent,1.041,0.833,16.1,74.3,1.503,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:45.908Z,3747,A_linear,healthy,ascent,1.059,0.837,16.2,74.3,1.510,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:46.909Z,3748,A_linear,healthy,ascent,1.049,0.840,16.2,73.9,1.516,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:47.909Z,3749,A_linear,healthy,ascent,1.036,0.825,16.3,74.0,1.489,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:48.910Z,3750,A_linear,healthy,ascent,1.060,0.834,16.3,74.1,1.504,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:49.911Z,3751,A_linear,healthy,ascent,1.052,0.820,16.4,74.0,1.480,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:37:50.911Z,3752,A_linear,healthy,descent,1.024,0.346,16.3,74.2,0.624,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:51.912Z,3753,A_linear,healthy,descent,1.027,0.346,16.3,74.0,0.624,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:52.912Z,3754,A_linear,healthy,descent,1.004,0.352,16.2,74.4,0.635,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:53.913Z,3755,A_linear,healthy,descent,1.010,0.339,16.2,74.3,0.611,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:54.914Z,3756,A_linear,healthy,descent,1.001,0.354,16.1,74.6,0.639,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:55.914Z,3757,A_linear,healthy,descent,0.994,0.360,16.1,74.5,0.650,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:56.915Z,3758,A_linear,healthy,descent,0.986,0.352,16.1,74.3,0.635,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:57.916Z,3759,A_linear,healthy,descent,0.983,0.337,16.0,74.4,0.608,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:58.916Z,3760,A_linear,healthy,descent,0.990,0.346,16.0,74.4,0.624,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:37:59.917Z,3761,A_linear,healthy,descent,0.967,0.352,16.0,74.6,0.635,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:38:00.917Z,3762,A_linear,healthy,descent,0.925,0.339,16.0,74.6,0.612,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:38:01.918Z,3763,A_linear,healthy,descent,0.946,0.334,16.0,74.5,0.603,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:38:02.918Z,3764,A_linear,healthy,pause,0.949,0.000,16.0,74.3,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:03.919Z,3765,A_linear,healthy,pause,0.959,0.006,16.0,74.4,0.010,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:04.920Z,3766,A_linear,healthy,pause,0.914,0.000,15.9,74.7,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:05.921Z,3767,A_linear,healthy,pause,0.930,0.000,15.8,74.8,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:06.922Z,3768,A_linear,healthy,pause,0.925,0.002,15.8,74.9,0.004,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:07.922Z,3769,A_linear,healthy,pause,0.939,0.004,15.7,75.0,0.007,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:08.923Z,3770,A_linear,healthy,pause,0.914,0.000,15.6,74.9,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:09.924Z,3771,A_linear,healthy,pause,0.926,0.000,15.6,74.9,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:10.924Z,3772,A_linear,healthy,pause,0.936,0.008,15.5,74.8,0.014,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:11.925Z,3773,A_linear,healthy,pause,0.930,0.000,15.6,75.0,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:12.926Z,3774,A_linear,healthy,pause,0.946,0.006,15.6,74.8,0.010,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:13.927Z,3775,A_linear,healthy,pause,0.935,0.000,15.6,74.7,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:14.928Z,3776,A_linear,healthy,pause,0.960,0.000,15.6,74.9,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:15.929Z,3777,A_linear,healthy,pause,0.963,0.000,15.6,74.7,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:16.929Z,3778,A_linear,healthy,pause,0.960,0.012,15.5,74.9,0.021,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:17.930Z,3779,A_linear,healthy,pause,0.950,0.000,15.5,74.8,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:18.930Z,3780,A_linear,healthy,pause,0.974,0.008,15.5,74.8,0.014,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:19.931Z,3781,A_linear,healthy,pause,1.004,0.000,15.6,74.8,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:20.932Z,3782,A_linear,healthy,pause,0.990,0.000,15.6,74.8,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:21.932Z,3783,A_linear,healthy,pause,1.022,0.000,15.6,74.8,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:22.933Z,3784,A_linear,healthy,ascent,1.031,0.825,15.7,74.7,1.489,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:38:23.934Z,3785,A_linear,healthy,ascent,1.018,0.841,15.8,74.7,1.517,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:38:24.935Z,3786,A_linear,healthy,ascent,1.023,0.830,15.7,75.1,1.498,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:38:25.935Z,3787,A_linear,healthy,ascent,1.046,0.833,16.0,74.8,1.502,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:38:26.936Z,3788,A_linear,healthy,ascent,1.040,0.828,16.1,74.8,1.494,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:38:27.937Z,3789,A_linear,healthy,ascent,1.067,0.837,16.3,74.8,1.509,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:38:28.938Z,3790,A_linear,healthy,ascent,1.057,0.828,16.3,75.1,1.494,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:38:29.939Z,3791,A_linear,healthy,ascent,1.055,0.825,16.4,74.9,1.488,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:38:30.939Z,3792,A_linear,healthy,ascent,1.044,0.835,16.4,74.9,1.506,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:38:31.940Z,3793,A_linear,healthy,ascent,1.034,0.831,16.4,74.7,1.500,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:38:32.941Z,3794,A_linear,healthy,ascent,1.051,0.819,16.4,74.7,1.477,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:38:33.941Z,3795,A_linear,healthy,ascent,1.036,0.829,16.5,74.9,1.496,120.0,ascent,labview_bridge
ARO-01,2026-05-28T23:38:34.942Z,3796,A_linear,healthy,descent,1.007,0.353,16.4,75.0,0.636,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:38:35.943Z,3797,A_linear,healthy,descent,1.040,0.345,16.4,74.8,0.622,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:38:36.943Z,3798,A_linear,healthy,descent,1.049,0.339,16.4,74.7,0.612,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:38:37.944Z,3799,A_linear,healthy,descent,1.010,0.356,16.4,74.8,0.643,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:38:38.945Z,3800,A_linear,healthy,descent,0.987,0.355,16.4,75.0,0.641,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:38:39.945Z,3801,A_linear,healthy,descent,0.987,0.344,16.3,75.2,0.620,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:38:40.946Z,3802,A_linear,healthy,descent,0.998,0.358,16.5,75.4,0.646,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:38:41.947Z,3803,A_linear,healthy,descent,1.000,0.341,16.5,75.5,0.615,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:38:42.947Z,3804,A_linear,healthy,descent,0.985,0.339,16.5,75.5,0.612,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:38:43.948Z,3805,A_linear,healthy,descent,0.962,0.343,16.6,75.6,0.619,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:38:44.948Z,3806,A_linear,healthy,descent,0.962,0.348,16.6,75.9,0.628,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:38:45.949Z,3807,A_linear,healthy,descent,0.944,0.356,16.6,76.1,0.643,120.0,descent,labview_bridge
ARO-01,2026-05-28T23:38:46.950Z,3808,A_linear,healthy,pause,0.949,0.004,16.6,76.0,0.008,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:47.951Z,3809,A_linear,healthy,pause,0.955,0.003,16.6,75.8,0.006,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:48.952Z,3810,A_linear,healthy,pause,0.932,0.005,16.6,75.9,0.009,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:49.953Z,3811,A_linear,healthy,pause,0.922,0.000,16.4,75.7,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:50.953Z,3812,A_linear,healthy,pause,0.945,0.000,16.5,75.6,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:51.954Z,3813,A_linear,healthy,pause,0.927,0.020,16.4,75.3,0.036,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:52.955Z,3814,A_linear,healthy,pause,0.937,0.000,16.4,75.2,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:53.956Z,3815,A_linear,healthy,pause,0.948,0.000,16.3,75.6,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:54.956Z,3816,A_linear,healthy,pause,0.937,0.012,16.3,75.8,0.022,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:55.959Z,3817,A_linear,healthy,pause,0.955,0.003,16.3,75.7,0.005,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:56.960Z,3818,A_linear,healthy,pause,0.930,0.000,16.2,76.0,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:57.961Z,3819,A_linear,healthy,pause,0.953,0.000,16.2,75.9,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:58.966Z,3820,A_linear,healthy,pause,0.961,0.007,16.1,75.6,0.013,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:38:59.966Z,3821,A_linear,healthy,pause,0.949,0.000,16.0,75.5,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:00.967Z,3822,A_linear,healthy,pause,0.988,0.000,16.1,75.5,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:01.968Z,3823,A_linear,healthy,pause,0.988,0.000,16.1,75.7,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:02.968Z,3824,A_linear,healthy,pause,0.973,0.000,16.1,75.8,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:03.969Z,3825,A_linear,healthy,pause,0.980,0.000,16.0,75.8,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:04.969Z,3826,A_linear,healthy,pause,0.985,0.000,16.1,76.1,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:05.970Z,3827,A_linear,healthy,pause,1.002,0.000,16.1,76.2,0.000,120.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:06.971Z,3828,A_linear,healthy,ascent,1.014,0.570,16.2,76.5,1.029,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:07.972Z,3829,A_linear,healthy,ascent,1.044,0.585,16.4,76.4,1.056,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:08.973Z,3830,A_linear,healthy,ascent,1.038,0.573,16.4,76.1,1.034,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:09.974Z,3831,A_linear,healthy,ascent,1.033,0.572,16.5,75.9,1.032,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:10.974Z,3832,A_linear,healthy,ascent,1.058,0.584,16.5,75.8,1.054,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:11.975Z,3833,A_linear,healthy,ascent,1.029,0.572,16.4,75.8,1.032,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:12.976Z,3834,A_linear,healthy,ascent,1.023,0.574,16.4,75.9,1.035,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:13.977Z,3835,A_linear,healthy,ascent,1.060,0.576,16.4,76.0,1.039,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:14.977Z,3836,A_linear,healthy,ascent,1.045,0.580,16.5,76.0,1.047,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:15.978Z,3837,A_linear,healthy,ascent,1.041,0.569,16.4,76.1,1.027,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:16.979Z,3838,A_linear,healthy,ascent,1.022,0.568,16.4,76.1,1.024,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:17.979Z,3839,A_linear,healthy,ascent,1.033,0.579,16.4,76.0,1.044,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:18.980Z,3840,A_linear,healthy,descent,1.041,0.366,16.5,76.0,0.660,60.0,descent,labview_bridge
ARO-01,2026-05-28T23:39:19.980Z,3841,A_linear,healthy,descent,1.019,0.345,16.5,76.0,0.622,60.0,descent,labview_bridge
ARO-01,2026-05-28T23:39:20.981Z,3842,A_linear,healthy,descent,1.018,0.346,16.6,75.6,0.623,60.0,descent,labview_bridge
ARO-01,2026-05-28T23:39:21.981Z,3843,A_linear,healthy,descent,1.004,0.350,16.6,75.5,0.632,60.0,descent,labview_bridge
ARO-01,2026-05-28T23:39:22.982Z,3844,A_linear,healthy,descent,1.015,0.342,16.6,75.4,0.618,60.0,descent,labview_bridge
ARO-01,2026-05-28T23:39:23.983Z,3845,A_linear,healthy,descent,0.985,0.351,16.6,75.6,0.633,60.0,descent,labview_bridge
ARO-01,2026-05-28T23:39:24.984Z,3846,A_linear,healthy,descent,0.995,0.350,16.5,75.6,0.632,60.0,descent,labview_bridge
ARO-01,2026-05-28T23:39:25.984Z,3847,A_linear,healthy,descent,0.957,0.344,16.5,75.9,0.620,60.0,descent,labview_bridge
ARO-01,2026-05-28T23:39:26.985Z,3848,A_linear,healthy,descent,0.974,0.360,16.5,75.7,0.650,60.0,descent,labview_bridge
ARO-01,2026-05-28T23:39:27.985Z,3849,A_linear,healthy,descent,0.946,0.364,16.6,75.9,0.657,60.0,descent,labview_bridge
ARO-01,2026-05-28T23:39:28.986Z,3850,A_linear,healthy,descent,0.944,0.353,16.6,75.7,0.637,60.0,descent,labview_bridge
ARO-01,2026-05-28T23:39:29.987Z,3851,A_linear,healthy,descent,0.962,0.340,16.6,75.9,0.614,60.0,descent,labview_bridge
ARO-01,2026-05-28T23:39:30.988Z,3852,A_linear,healthy,pause,0.952,0.000,16.6,76.0,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:31.988Z,3853,A_linear,healthy,pause,0.930,0.000,16.5,76.0,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:32.989Z,3854,A_linear,healthy,pause,0.916,0.000,16.5,76.4,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:33.990Z,3855,A_linear,healthy,pause,0.918,0.007,16.5,76.3,0.013,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:34.990Z,3856,A_linear,healthy,pause,0.907,0.000,16.5,76.5,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:35.991Z,3857,A_linear,healthy,pause,0.915,0.000,16.6,76.5,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:36.992Z,3858,A_linear,healthy,pause,0.926,0.003,16.7,76.3,0.006,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:37.992Z,3859,A_linear,healthy,pause,0.922,0.000,16.7,76.1,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:38.993Z,3860,A_linear,healthy,pause,0.911,0.000,16.6,76.1,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:39.993Z,3861,A_linear,healthy,pause,0.938,0.000,16.6,76.0,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:40.994Z,3862,A_linear,healthy,pause,0.932,0.005,16.6,76.0,0.010,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:41.995Z,3863,A_linear,healthy,pause,0.953,0.000,16.6,76.0,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:42.995Z,3864,A_linear,healthy,pause,0.939,0.000,16.5,76.1,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:43.996Z,3865,A_linear,healthy,pause,0.957,0.002,16.6,76.4,0.004,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:44.996Z,3866,A_linear,healthy,pause,0.955,0.000,16.6,76.7,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:45.997Z,3867,A_linear,healthy,pause,0.974,0.000,16.5,76.5,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:46.998Z,3868,A_linear,healthy,pause,0.978,0.000,16.5,76.4,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:47.998Z,3869,A_linear,healthy,pause,0.992,0.008,16.6,76.4,0.014,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:48.999Z,3870,A_linear,healthy,pause,1.006,0.000,16.6,76.8,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:50.000Z,3871,A_linear,healthy,pause,1.020,0.000,16.5,76.9,0.000,60.0,pause,labview_bridge
ARO-01,2026-05-28T23:39:51.001Z,3872,A_linear,healthy,ascent,1.013,0.584,16.6,76.9,1.053,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:52.001Z,3873,A_linear,healthy,ascent,1.007,0.575,16.7,76.9,1.038,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:53.002Z,3874,A_linear,healthy,ascent,1.050,0.575,16.8,76.9,1.037,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:54.003Z,3875,A_linear,healthy,ascent,1.031,0.571,16.8,77.0,1.031,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:55.003Z,3876,A_linear,healthy,ascent,1.042,0.571,16.7,76.8,1.031,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:56.004Z,3877,A_linear,healthy,ascent,1.044,0.563,16.8,76.7,1.017,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:57.005Z,3878,A_linear,healthy,ascent,1.049,0.578,16.8,76.6,1.043,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:58.006Z,3879,A_linear,healthy,ascent,1.037,0.586,16.9,76.3,1.057,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:39:59.006Z,3880,A_linear,healthy,ascent,1.059,0.571,16.9,76.2,1.031,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:40:00.007Z,3881,A_linear,healthy,ascent,1.025,0.569,16.9,76.0,1.026,60.0,ascent,labview_bridge
ARO-01,2026-05-28T23:40:01.007Z,3882,A_linear,healthy,ascent,1.061,0.575,16.9,76.1,1.038,60.0,ascent,labview_bridge
