machine_code,sim_elapsed_s,profile,scenario,phase,vibration_mm_s,motor_power,temperature,humidity,current,charge,state,source
ARO-01,2319,A_linear,healthy,pause,0.900,0.000,20.1,55.8,0.000,60.0,pause,labview_demo_csv
ARO-01,2320,A_linear,healthy,pause,0.901,0.010,20.2,55.5,0.018,60.0,pause,labview_demo_csv
ARO-01,2321,A_linear,healthy,pause,0.909,0.002,20.2,55.4,0.003,60.0,pause,labview_demo_csv
ARO-01,2322,A_linear,healthy,pause,0.904,0.000,20.2,55.5,0.000,60.0,pause,labview_demo_csv
ARO-01,2323,A_linear,healthy,pause,0.918,0.000,20.2,55.8,0.001,60.0,pause,labview_demo_csv
ARO-01,2324,A_linear,healthy,pause,0.929,0.000,20.1,55.5,0.000,60.0,pause,labview_demo_csv
ARO-01,2325,A_linear,healthy,pause,0.915,0.004,20.2,55.4,0.007,60.0,pause,labview_demo_csv
ARO-01,2326,A_linear,healthy,pause,0.923,0.004,20.2,55.3,0.007,60.0,pause,labview_demo_csv
ARO-01,2327,A_linear,healthy,pause,0.956,0.000,20.2,55.7,0.000,60.0,pause,labview_demo_csv
ARO-01,2328,A_linear,healthy,pause,0.928,0.003,20.3,56.1,0.005,60.0,pause,labview_demo_csv
ARO-01,2329,A_linear,healthy,pause,0.956,0.011,20.2,56.2,0.020,60.0,pause,labview_demo_csv
ARO-01,2330,A_linear,healthy,pause,0.985,0.001,20.1,56.5,0.003,60.0,pause,labview_demo_csv
ARO-01,2331,A_linear,healthy,pause,0.969,0.000,20.1,56.5,0.000,60.0,pause,labview_demo_csv
ARO-01,2332,A_linear,healthy,ascent,0.956,0.571,20.2,56.5,1.030,60.0,ascent,labview_demo_csv
ARO-01,2333,A_linear,healthy,ascent,1.010,0.577,20.1,56.3,1.041,60.0,ascent,labview_demo_csv
ARO-01,2334,A_linear,healthy,ascent,1.025,0.565,20.2,56.1,1.020,60.0,ascent,labview_demo_csv
ARO-01,2335,A_linear,healthy,ascent,1.000,0.561,20.1,55.9,1.011,60.0,ascent,labview_demo_csv
ARO-01,2336,A_linear,healthy,ascent,1.005,0.559,20.1,55.8,1.009,60.0,ascent,labview_demo_csv
ARO-01,2337,A_linear,healthy,ascent,1.015,0.575,20.3,55.8,1.037,60.0,ascent,labview_demo_csv
ARO-01,2338,A_linear,healthy,ascent,1.032,0.575,20.3,56.0,1.037,60.0,ascent,labview_demo_csv
ARO-01,2339,A_linear,healthy,ascent,1.020,0.572,20.3,55.9,1.033,60.0,ascent,labview_demo_csv
ARO-01,2340,A_linear,healthy,ascent,1.036,0.577,20.3,56.0,1.042,60.0,ascent,labview_demo_csv
ARO-01,2341,A_linear,healthy,ascent,0.994,0.565,20.2,56.1,1.019,60.0,ascent,labview_demo_csv
ARO-01,2342,A_linear,healthy,ascent,1.027,0.576,20.2,55.8,1.040,60.0,ascent,labview_demo_csv
ARO-01,2343,A_linear,healthy,ascent,0.996,0.570,20.2,55.7,1.029,60.0,ascent,labview_demo_csv
ARO-01,2344,A_linear,healthy,descent,1.010,0.349,20.2,55.5,0.630,60.0,descent,labview_demo_csv
ARO-01,2345,A_linear,healthy,descent,0.997,0.360,20.2,55.5,0.650,60.0,descent,labview_demo_csv
ARO-01,2346,A_linear,healthy,descent,0.981,0.358,20.2,55.0,0.646,60.0,descent,labview_demo_csv
ARO-01,2347,A_linear,healthy,descent,0.979,0.353,20.3,55.0,0.637,60.0,descent,labview_demo_csv
ARO-01,2348,A_linear,healthy,descent,0.967,0.337,20.2,55.1,0.608,60.0,descent,labview_demo_csv
ARO-01,2349,A_linear,healthy,descent,0.971,0.349,20.2,55.2,0.630,60.0,descent,labview_demo_csv
ARO-01,2350,A_linear,healthy,descent,0.973,0.353,20.2,55.4,0.636,60.0,descent,labview_demo_csv
ARO-01,2351,A_linear,healthy,descent,0.950,0.355,20.2,55.5,0.640,60.0,descent,labview_demo_csv
ARO-01,2352,A_linear,healthy,descent,0.947,0.349,20.1,55.6,0.629,60.0,descent,labview_demo_csv
ARO-01,2353,A_linear,healthy,descent,0.936,0.364,20.1,55.5,0.658,60.0,descent,labview_demo_csv
ARO-01,2354,A_linear,healthy,descent,0.934,0.360,20.2,55.8,0.649,60.0,descent,labview_demo_csv
ARO-01,2355,A_linear,healthy,descent,0.922,0.355,20.2,55.8,0.641,60.0,descent,labview_demo_csv
ARO-01,2356,A_linear,healthy,pause,0.928,0.000,20.1,55.8,0.000,60.0,pause,labview_demo_csv
ARO-01,2357,A_linear,healthy,pause,0.910,0.006,20.0,55.7,0.011,60.0,pause,labview_demo_csv
ARO-01,2358,A_linear,healthy,pause,0.891,0.000,20.0,55.5,0.000,60.0,pause,labview_demo_csv
ARO-01,2359,A_linear,healthy,pause,0.890,0.000,20.0,55.8,0.000,60.0,pause,labview_demo_csv
ARO-01,2360,A_linear,healthy,pause,0.910,0.009,19.9,55.8,0.017,60.0,pause,labview_demo_csv
ARO-01,2361,A_linear,healthy,pause,0.915,0.007,19.8,55.7,0.012,60.0,pause,labview_demo_csv
ARO-01,2362,A_linear,healthy,pause,0.908,0.000,19.8,55.7,0.000,60.0,pause,labview_demo_csv
ARO-01,2363,A_linear,healthy,pause,0.879,0.005,19.8,55.7,0.009,60.0,pause,labview_demo_csv
ARO-01,2364,A_linear,healthy,pause,0.901,0.000,19.7,55.9,0.000,60.0,pause,labview_demo_csv
ARO-01,2365,A_linear,healthy,pause,0.900,0.009,19.7,55.5,0.017,60.0,pause,labview_demo_csv
ARO-01,2366,A_linear,healthy,pause,0.916,0.000,19.7,55.5,0.000,60.0,pause,labview_demo_csv
ARO-01,2367,A_linear,healthy,pause,0.931,0.002,19.8,55.7,0.004,60.0,pause,labview_demo_csv
ARO-01,2368,A_linear,healthy,pause,0.934,0.006,19.7,55.5,0.011,60.0,pause,labview_demo_csv
ARO-01,2369,A_linear,healthy,pause,0.935,0.000,19.6,55.6,0.000,60.0,pause,labview_demo_csv
ARO-01,2370,A_linear,healthy,pause,0.933,0.005,19.6,55.6,0.008,60.0,pause,labview_demo_csv
ARO-01,2371,A_linear,healthy,pause,0.942,0.000,19.6,55.7,0.000,60.0,pause,labview_demo_csv
ARO-01,2372,A_linear,healthy,pause,0.957,0.000,19.5,55.9,0.000,60.0,pause,labview_demo_csv
ARO-01,2373,A_linear,healthy,pause,0.956,0.000,19.5,55.9,0.000,60.0,pause,labview_demo_csv
ARO-01,2374,A_linear,healthy,pause,0.989,0.007,19.5,55.8,0.012,60.0,pause,labview_demo_csv
ARO-01,2375,A_linear,healthy,pause,0.978,0.007,19.5,55.9,0.012,60.0,pause,labview_demo_csv
ARO-01,2376,A_linear,healthy,ascent,0.960,0.575,19.5,56.0,1.038,60.0,ascent,labview_demo_csv
ARO-01,2377,A_linear,healthy,ascent,0.994,0.561,19.5,55.9,1.011,60.0,ascent,labview_demo_csv
ARO-01,2378,A_linear,healthy,ascent,0.992,0.567,19.5,55.8,1.022,60.0,ascent,labview_demo_csv
ARO-01,2379,A_linear,healthy,ascent,1.006,0.570,19.5,55.6,1.028,60.0,ascent,labview_demo_csv
ARO-01,2380,A_linear,healthy,ascent,1.005,0.576,19.5,55.4,1.039,60.0,ascent,labview_demo_csv
ARO-01,2381,A_linear,healthy,ascent,1.016,0.575,19.6,55.3,1.037,60.0,ascent,labview_demo_csv
ARO-01,2382,A_linear,healthy,ascent,1.012,0.580,19.6,55.4,1.047,60.0,ascent,labview_demo_csv
ARO-01,2383,A_linear,healthy,ascent,1.010,0.573,19.7,55.1,1.034,60.0,ascent,labview_demo_csv
ARO-01,2384,A_linear,healthy,ascent,1.026,0.572,19.8,55.3,1.031,60.0,ascent,labview_demo_csv
ARO-01,2385,A_linear,healthy,ascent,1.037,0.572,19.8,55.3,1.032,60.0,ascent,labview_demo_csv
ARO-01,2386,A_linear,healthy,ascent,1.022,0.567,19.9,55.3,1.024,60.0,ascent,labview_demo_csv
ARO-01,2387,A_linear,healthy,ascent,1.004,0.563,20.0,55.2,1.015,60.0,ascent,labview_demo_csv
ARO-01,2388,A_linear,healthy,descent,1.007,0.352,19.9,55.3,0.635,60.0,descent,labview_demo_csv
ARO-01,2389,A_linear,healthy,descent,0.998,0.361,19.9,55.2,0.651,60.0,descent,labview_demo_csv
ARO-01,2390,A_linear,healthy,descent,1.002,0.354,20.0,55.3,0.639,60.0,descent,labview_demo_csv
ARO-01,2391,A_linear,healthy,descent,0.981,0.360,20.0,55.3,0.650,60.0,descent,labview_demo_csv
ARO-01,2392,A_linear,healthy,descent,0.985,0.350,19.8,55.3,0.632,60.0,descent,labview_demo_csv
ARO-01,2393,A_linear,healthy,descent,0.957,0.348,19.8,55.4,0.628,60.0,descent,labview_demo_csv
ARO-01,2394,A_linear,healthy,descent,0.967,0.353,19.7,55.2,0.636,60.0,descent,labview_demo_csv
ARO-01,2395,A_linear,healthy,descent,0.931,0.352,19.7,55.0,0.636,60.0,descent,labview_demo_csv
ARO-01,2396,A_linear,healthy,descent,0.965,0.344,19.7,55.0,0.621,60.0,descent,labview_demo_csv
ARO-01,2397,A_linear,healthy,descent,0.937,0.344,19.7,55.0,0.621,60.0,descent,labview_demo_csv
ARO-01,2398,A_linear,healthy,descent,0.916,0.356,19.7,55.0,0.642,60.0,descent,labview_demo_csv
ARO-01,2399,A_linear,healthy,descent,0.933,0.349,19.7,55.6,0.630,60.0,descent,labview_demo_csv
ARO-01,2400,A_linear,healthy,pause,0.905,0.002,19.7,55.6,0.004,60.0,pause,labview_demo_csv
ARO-01,2401,A_linear,healthy,pause,0.907,0.000,19.7,55.5,0.000,60.0,pause,labview_demo_csv
ARO-01,2402,A_linear,healthy,pause,0.914,0.000,19.7,55.4,0.000,60.0,pause,labview_demo_csv
ARO-01,2403,A_linear,healthy,pause,0.885,0.000,19.7,55.5,0.000,60.0,pause,labview_demo_csv
ARO-01,2404,A_linear,healthy,pause,0.899,0.009,19.6,55.5,0.017,60.0,pause,labview_demo_csv
ARO-01,2405,A_linear,healthy,pause,0.884,0.000,19.7,55.6,0.000,60.0,pause,labview_demo_csv
ARO-01,2406,A_linear,healthy,pause,0.895,0.000,19.6,55.6,0.000,60.0,pause,labview_demo_csv
ARO-01,2407,A_linear,healthy,pause,0.893,0.002,19.5,55.5,0.004,60.0,pause,labview_demo_csv
ARO-01,2408,A_linear,healthy,pause,0.902,0.000,19.4,55.8,0.000,60.0,pause,labview_demo_csv
ARO-01,2409,A_linear,healthy,pause,0.912,0.002,19.3,55.8,0.003,60.0,pause,labview_demo_csv
ARO-01,2410,A_linear,healthy,pause,0.900,0.000,19.3,55.8,0.000,60.0,pause,labview_demo_csv
ARO-01,2411,A_linear,healthy,pause,0.897,0.000,19.1,55.7,0.000,60.0,pause,labview_demo_csv
ARO-01,2412,A_linear,healthy,pause,0.943,0.000,19.1,55.5,0.000,60.0,pause,labview_demo_csv
ARO-01,2413,A_linear,healthy,pause,0.934,0.000,19.2,55.7,0.000,60.0,pause,labview_demo_csv
ARO-01,2414,A_linear,healthy,pause,0.925,0.000,19.2,55.8,0.000,60.0,pause,labview_demo_csv
ARO-01,2415,A_linear,healthy,pause,0.945,0.001,19.1,55.9,0.002,60.0,pause,labview_demo_csv
ARO-01,2416,A_linear,healthy,pause,0.963,0.015,19.1,56.2,0.026,60.0,pause,labview_demo_csv
ARO-01,2417,A_linear,healthy,pause,0.973,0.003,19.0,56.1,0.005,60.0,pause,labview_demo_csv
ARO-01,2418,A_linear,healthy,pause,0.963,0.004,19.0,55.8,0.008,60.0,pause,labview_demo_csv
ARO-01,2419,A_linear,healthy,pause,0.967,0.000,19.0,55.9,0.000,60.0,pause,labview_demo_csv
ARO-01,2420,A_linear,healthy,ascent,0.981,0.567,19.0,55.8,1.024,60.0,ascent,labview_demo_csv
ARO-01,2421,A_linear,healthy,ascent,0.977,0.568,19.1,56.0,1.025,60.0,ascent,labview_demo_csv
ARO-01,2422,A_linear,healthy,ascent,0.976,0.559,19.2,55.7,1.009,60.0,ascent,labview_demo_csv
ARO-01,2423,A_linear,healthy,ascent,1.004,0.575,19.2,55.6,1.038,60.0,ascent,labview_demo_csv
ARO-01,2424,A_linear,healthy,ascent,1.008,0.569,19.2,55.7,1.026,60.0,ascent,labview_demo_csv
ARO-01,2425,A_linear,healthy,ascent,1.002,0.581,19.2,55.6,1.049,60.0,ascent,labview_demo_csv
ARO-01,2426,A_linear,healthy,ascent,1.023,0.561,19.4,55.5,1.012,60.0,ascent,labview_demo_csv
ARO-01,2427,A_linear,healthy,ascent,1.031,0.563,19.3,55.6,1.015,60.0,ascent,labview_demo_csv
ARO-01,2428,A_linear,healthy,ascent,1.010,0.557,19.3,55.6,1.006,60.0,ascent,labview_demo_csv
ARO-01,2429,A_linear,healthy,ascent,1.012,0.563,19.3,55.5,1.015,60.0,ascent,labview_demo_csv
ARO-01,2430,A_linear,healthy,ascent,1.024,0.571,19.3,55.4,1.031,60.0,ascent,labview_demo_csv
ARO-01,2431,A_linear,healthy,ascent,1.004,0.572,19.3,55.4,1.033,60.0,ascent,labview_demo_csv
ARO-01,2432,A_linear,healthy,descent,1.002,0.340,19.3,55.7,0.614,60.0,descent,labview_demo_csv
ARO-01,2433,A_linear,healthy,descent,1.006,0.340,19.3,55.5,0.614,60.0,descent,labview_demo_csv
ARO-01,2434,A_linear,healthy,descent,0.997,0.349,19.3,55.2,0.629,60.0,descent,labview_demo_csv
ARO-01,2435,A_linear,healthy,descent,0.976,0.358,19.4,55.0,0.647,60.0,descent,labview_demo_csv
ARO-01,2436,A_linear,healthy,descent,0.983,0.349,19.3,55.5,0.629,60.0,descent,labview_demo_csv
ARO-01,2437,A_linear,healthy,descent,0.985,0.350,19.4,55.3,0.631,60.0,descent,labview_demo_csv
ARO-01,2438,A_linear,healthy,descent,0.951,0.348,19.4,55.9,0.627,60.0,descent,labview_demo_csv
ARO-01,2439,A_linear,healthy,descent,0.953,0.349,19.3,55.9,0.629,60.0,descent,labview_demo_csv
ARO-01,2440,A_linear,healthy,descent,0.939,0.353,19.3,55.9,0.636,60.0,descent,labview_demo_csv
ARO-01,2441,A_linear,healthy,descent,0.949,0.346,19.2,55.8,0.624,60.0,descent,labview_demo_csv
ARO-01,2442,A_linear,healthy,descent,0.945,0.351,19.2,55.6,0.633,60.0,descent,labview_demo_csv
ARO-01,2443,A_linear,healthy,descent,0.916,0.349,19.2,55.8,0.629,60.0,descent,labview_demo_csv
ARO-01,2444,A_linear,healthy,pause,0.916,0.003,19.2,55.5,0.006,60.0,pause,labview_demo_csv
ARO-01,2445,A_linear,healthy,pause,0.918,0.000,19.1,55.8,0.000,60.0,pause,labview_demo_csv
ARO-01,2446,A_linear,healthy,pause,0.914,0.000,19.0,55.8,0.000,60.0,pause,labview_demo_csv
ARO-01,2447,A_linear,healthy,pause,0.896,0.003,19.0,55.6,0.006,60.0,pause,labview_demo_csv
ARO-01,2448,A_linear,healthy,pause,0.916,0.000,18.9,55.6,0.000,60.0,pause,labview_demo_csv
ARO-01,2449,A_linear,healthy,pause,0.884,0.003,18.9,55.9,0.006,60.0,pause,labview_demo_csv
ARO-01,2450,A_linear,healthy,pause,0.919,0.004,18.8,56.0,0.007,60.0,pause,labview_demo_csv
ARO-01,2451,A_linear,healthy,pause,0.925,0.009,18.9,56.0,0.017,60.0,pause,labview_demo_csv
ARO-01,2452,A_linear,healthy,pause,0.883,0.000,18.9,56.2,0.000,60.0,pause,labview_demo_csv
ARO-01,2453,A_linear,healthy,pause,0.892,0.000,18.9,56.1,0.000,60.0,pause,labview_demo_csv
ARO-01,2454,A_linear,healthy,pause,0.932,0.000,19.0,56.0,0.000,60.0,pause,labview_demo_csv
ARO-01,2455,A_linear,healthy,pause,0.922,0.000,18.9,55.9,0.000,60.0,pause,labview_demo_csv
ARO-01,2456,A_linear,healthy,pause,0.908,0.000,18.8,55.7,0.000,60.0,pause,labview_demo_csv
ARO-01,2457,A_linear,healthy,pause,0.907,0.001,18.8,55.7,0.003,60.0,pause,labview_demo_csv
ARO-01,2458,A_linear,healthy,pause,0.915,0.014,18.7,55.7,0.025,60.0,pause,labview_demo_csv
ARO-01,2459,A_linear,healthy,pause,0.961,0.003,18.7,55.5,0.005,60.0,pause,labview_demo_csv
ARO-01,2460,A_linear,healthy,pause,0.968,0.008,18.7,55.5,0.014,60.0,pause,labview_demo_csv
ARO-01,2461,A_linear,healthy,pause,0.975,0.005,18.7,55.7,0.008,60.0,pause,labview_demo_csv
ARO-01,2462,A_linear,healthy,pause,0.981,0.006,18.7,55.7,0.010,60.0,pause,labview_demo_csv
ARO-01,2463,A_linear,healthy,pause,0.978,0.007,18.7,55.7,0.013,60.0,pause,labview_demo_csv
ARO-01,2464,A_linear,healthy,ascent,0.972,0.945,18.7,55.5,1.704,150.0,ascent,labview_demo_csv
ARO-01,2465,A_linear,healthy,ascent,1.002,0.952,18.9,55.5,1.717,150.0,ascent,labview_demo_csv
ARO-01,2466,A_linear,healthy,ascent,0.990,0.944,19.0,55.4,1.703,150.0,ascent,labview_demo_csv
ARO-01,2467,A_linear,healthy,ascent,1.023,0.960,19.1,55.3,1.731,150.0,ascent,labview_demo_csv
ARO-01,2468,A_linear,healthy,ascent,1.024,0.944,19.3,55.2,1.704,150.0,ascent,labview_demo_csv
ARO-01,2469,A_linear,healthy,ascent,1.024,0.943,19.3,55.6,1.701,150.0,ascent,labview_demo_csv
ARO-01,2470,A_linear,healthy,ascent,1.024,0.948,19.4,55.7,1.710,150.0,ascent,labview_demo_csv
ARO-01,2471,A_linear,healthy,ascent,1.038,0.956,19.6,55.9,1.724,150.0,ascent,labview_demo_csv
ARO-01,2472,A_linear,healthy,ascent,1.047,0.949,19.6,55.8,1.713,150.0,ascent,labview_demo_csv
ARO-01,2473,A_linear,healthy,ascent,1.013,0.956,19.5,55.9,1.725,150.0,ascent,labview_demo_csv
ARO-01,2474,A_linear,healthy,ascent,1.002,0.946,19.4,55.8,1.707,150.0,ascent,labview_demo_csv
ARO-01,2475,A_linear,healthy,ascent,0.986,0.944,19.5,55.6,1.704,150.0,ascent,labview_demo_csv
ARO-01,2476,A_linear,healthy,descent,1.021,0.352,19.4,55.6,0.636,150.0,descent,labview_demo_csv
ARO-01,2477,A_linear,healthy,descent,1.003,0.346,19.4,55.8,0.625,150.0,descent,labview_demo_csv
ARO-01,2478,A_linear,healthy,descent,0.991,0.349,19.3,55.8,0.630,150.0,descent,labview_demo_csv
ARO-01,2479,A_linear,healthy,descent,0.986,0.339,19.3,55.8,0.611,150.0,descent,labview_demo_csv
ARO-01,2480,A_linear,healthy,descent,0.989,0.349,19.2,55.6,0.629,150.0,descent,labview_demo_csv
ARO-01,2481,A_linear,healthy,descent,0.975,0.352,19.2,55.5,0.635,150.0,descent,labview_demo_csv
ARO-01,2482,A_linear,healthy,descent,0.959,0.359,19.2,55.4,0.648,150.0,descent,labview_demo_csv
ARO-01,2483,A_linear,healthy,descent,0.953,0.348,19.2,55.3,0.628,150.0,descent,labview_demo_csv
ARO-01,2484,A_linear,healthy,descent,0.948,0.351,19.2,55.0,0.633,150.0,descent,labview_demo_csv
ARO-01,2485,A_linear,healthy,descent,0.964,0.346,19.1,55.0,0.624,150.0,descent,labview_demo_csv
ARO-01,2486,A_linear,healthy,descent,0.923,0.355,19.0,55.1,0.640,150.0,descent,labview_demo_csv
ARO-01,2487,A_linear,healthy,descent,0.917,0.341,19.0,55.2,0.615,150.0,descent,labview_demo_csv
ARO-01,2488,A_linear,healthy,pause,0.916,0.000,18.9,55.2,0.000,150.0,pause,labview_demo_csv
ARO-01,2489,A_linear,healthy,pause,0.915,0.000,18.9,55.0,0.000,150.0,pause,labview_demo_csv
ARO-01,2490,A_linear,healthy,pause,0.930,0.000,18.9,55.0,0.000,150.0,pause,labview_demo_csv
ARO-01,2491,A_linear,healthy,pause,0.910,0.008,18.9,55.2,0.014,150.0,pause,labview_demo_csv
ARO-01,2492,A_linear,healthy,pause,0.907,0.005,18.8,55.0,0.009,150.0,pause,labview_demo_csv
ARO-01,2493,A_linear,healthy,pause,0.895,0.000,18.9,55.3,0.000,150.0,pause,labview_demo_csv
ARO-01,2494,A_linear,healthy,pause,0.896,0.004,18.9,55.4,0.007,150.0,pause,labview_demo_csv
ARO-01,2495,A_linear,healthy,pause,0.885,0.000,19.0,55.6,0.000,150.0,pause,labview_demo_csv
ARO-01,2496,A_linear,healthy,pause,0.898,0.004,18.9,55.6,0.007,150.0,pause,labview_demo_csv
ARO-01,2497,A_linear,healthy,pause,0.911,0.015,18.7,55.5,0.026,150.0,pause,labview_demo_csv
ARO-01,2498,A_linear,healthy,pause,0.897,0.000,18.7,55.5,0.000,150.0,pause,labview_demo_csv
ARO-01,2499,A_linear,healthy,pause,0.926,0.000,18.8,55.3,0.000,150.0,pause,labview_demo_csv
ARO-01,2500,A_linear,healthy,pause,0.903,0.004,18.6,55.6,0.008,150.0,pause,labview_demo_csv
ARO-01,2501,A_linear,healthy,pause,0.931,0.000,18.6,55.6,0.000,150.0,pause,labview_demo_csv
ARO-01,2502,A_linear,healthy,pause,0.950,0.007,18.5,55.5,0.012,150.0,pause,labview_demo_csv
ARO-01,2503,A_linear,healthy,pause,0.938,0.006,18.5,55.5,0.011,150.0,pause,labview_demo_csv
ARO-01,2504,A_linear,healthy,pause,0.958,0.003,18.5,55.6,0.005,150.0,pause,labview_demo_csv
ARO-01,2505,A_linear,healthy,pause,0.938,0.002,18.6,55.8,0.004,150.0,pause,labview_demo_csv
ARO-01,2506,A_linear,healthy,pause,0.961,0.000,18.6,55.7,0.000,150.0,pause,labview_demo_csv
ARO-01,2507,A_linear,healthy,pause,0.960,0.000,18.6,55.7,0.000,150.0,pause,labview_demo_csv
ARO-01,2508,A_linear,healthy,ascent,1.013,0.566,18.7,55.6,1.021,60.0,ascent,labview_demo_csv
ARO-01,2509,A_linear,healthy,ascent,1.009,0.566,18.6,55.4,1.022,60.0,ascent,labview_demo_csv
ARO-01,2510,A_linear,healthy,ascent,0.995,0.568,18.7,55.6,1.024,60.0,ascent,labview_demo_csv
ARO-01,2511,A_linear,healthy,ascent,0.994,0.573,18.8,55.5,1.034,60.0,ascent,labview_demo_csv
ARO-01,2512,A_linear,healthy,ascent,1.003,0.577,18.7,55.5,1.041,60.0,ascent,labview_demo_csv
ARO-01,2513,A_linear,healthy,ascent,0.993,0.576,18.8,55.7,1.039,60.0,ascent,labview_demo_csv
ARO-01,2514,A_linear,healthy,ascent,1.017,0.570,18.8,55.5,1.029,60.0,ascent,labview_demo_csv
ARO-01,2515,A_linear,healthy,ascent,0.980,0.567,18.8,55.6,1.023,60.0,ascent,labview_demo_csv
ARO-01,2516,A_linear,healthy,ascent,1.015,0.579,18.8,55.8,1.045,60.0,ascent,labview_demo_csv
ARO-01,2517,A_linear,healthy,ascent,1.000,0.576,18.7,56.0,1.040,60.0,ascent,labview_demo_csv
ARO-01,2518,A_linear,healthy,ascent,1.006,0.579,18.8,56.1,1.044,60.0,ascent,labview_demo_csv
ARO-01,2519,A_linear,healthy,ascent,1.008,0.575,18.7,56.0,1.037,60.0,ascent,labview_demo_csv
ARO-01,2520,A_linear,healthy,descent,0.995,0.346,18.7,56.3,0.625,60.0,descent,labview_demo_csv
ARO-01,2521,A_linear,healthy,descent,1.005,0.338,18.8,56.1,0.610,60.0,descent,labview_demo_csv
ARO-01,2522,A_linear,healthy,descent,1.006,0.346,18.9,55.9,0.624,60.0,descent,labview_demo_csv
ARO-01,2523,A_linear,healthy,descent,0.990,0.350,18.8,56.0,0.631,60.0,descent,labview_demo_csv
ARO-01,2524,A_linear,healthy,descent,0.985,0.344,18.7,55.9,0.620,60.0,descent,labview_demo_csv
ARO-01,2525,A_linear,healthy,descent,0.970,0.357,18.7,55.3,0.644,60.0,descent,labview_demo_csv
ARO-01,2526,A_linear,healthy,descent,0.971,0.347,18.7,55.2,0.625,60.0,descent,labview_demo_csv
ARO-01,2527,A_linear,healthy,descent,0.958,0.346,18.6,55.0,0.624,60.0,descent,labview_demo_csv
ARO-01,2528,A_linear,healthy,descent,0.936,0.348,18.6,55.3,0.627,60.0,descent,labview_demo_csv
ARO-01,2529,A_linear,healthy,descent,0.941,0.357,18.6,55.2,0.643,60.0,descent,labview_demo_csv
ARO-01,2530,A_linear,healthy,descent,0.932,0.345,18.5,55.0,0.623,60.0,descent,labview_demo_csv
ARO-01,2531,A_linear,healthy,descent,0.916,0.354,18.5,55.0,0.639,60.0,descent,labview_demo_csv
ARO-01,2532,A_linear,healthy,pause,0.912,0.003,18.5,55.2,0.005,60.0,pause,labview_demo_csv
ARO-01,2533,A_linear,healthy,pause,0.924,0.000,18.4,55.1,0.000,60.0,pause,labview_demo_csv
ARO-01,2534,A_linear,healthy,pause,0.898,0.002,18.3,55.0,0.003,60.0,pause,labview_demo_csv
ARO-01,2535,A_linear,healthy,pause,0.919,0.000,18.2,55.0,0.000,60.0,pause,labview_demo_csv
ARO-01,2536,A_linear,healthy,pause,0.901,0.000,18.2,55.0,0.000,60.0,pause,labview_demo_csv
ARO-01,2537,A_linear,healthy,pause,0.882,0.000,18.2,55.0,0.000,60.0,pause,labview_demo_csv
ARO-01,2538,A_linear,healthy,pause,0.886,0.005,18.2,55.3,0.009,60.0,pause,labview_demo_csv
ARO-01,2539,A_linear,healthy,pause,0.895,0.009,18.2,55.3,0.016,60.0,pause,labview_demo_csv
ARO-01,2540,A_linear,healthy,pause,0.922,0.003,18.1,55.4,0.005,60.0,pause,labview_demo_csv
ARO-01,2541,A_linear,healthy,pause,0.901,0.000,18.1,55.4,0.000,60.0,pause,labview_demo_csv
ARO-01,2542,A_linear,healthy,pause,0.891,0.000,18.0,55.6,0.000,60.0,pause,labview_demo_csv
ARO-01,2543,A_linear,healthy,pause,0.923,0.000,18.0,55.7,0.000,60.0,pause,labview_demo_csv
ARO-01,2544,A_linear,healthy,pause,0.952,0.000,18.0,55.4,0.000,60.0,pause,labview_demo_csv
ARO-01,2545,A_linear,healthy,pause,0.936,0.000,18.0,55.6,0.000,60.0,pause,labview_demo_csv
ARO-01,2546,A_linear,healthy,pause,0.942,0.000,18.0,55.4,0.000,60.0,pause,labview_demo_csv
ARO-01,2547,A_linear,healthy,pause,0.927,0.000,17.9,55.6,0.000,60.0,pause,labview_demo_csv
ARO-01,2548,A_linear,healthy,pause,0.958,0.000,17.8,55.5,0.000,60.0,pause,labview_demo_csv
ARO-01,2549,A_linear,healthy,pause,0.951,0.000,17.8,55.6,0.000,60.0,pause,labview_demo_csv
ARO-01,2550,A_linear,healthy,pause,0.968,0.008,17.7,55.6,0.014,60.0,pause,labview_demo_csv
ARO-01,2551,A_linear,healthy,pause,0.983,0.004,17.6,55.9,0.007,60.0,pause,labview_demo_csv
ARO-01,2552,A_linear,healthy,ascent,0.980,0.571,17.7,55.9,1.030,60.0,ascent,labview_demo_csv
ARO-01,2553,A_linear,healthy,ascent,0.979,0.569,17.9,55.8,1.026,60.0,ascent,labview_demo_csv
ARO-01,2554,A_linear,healthy,ascent,1.017,0.570,17.9,55.7,1.028,60.0,ascent,labview_demo_csv
ARO-01,2555,A_linear,healthy,ascent,1.024,0.573,18.0,55.6,1.034,60.0,ascent,labview_demo_csv
ARO-01,2556,A_linear,healthy,ascent,0.989,0.563,18.0,55.7,1.016,60.0,ascent,labview_demo_csv
ARO-01,2557,A_linear,healthy,ascent,0.991,0.575,18.1,55.5,1.037,60.0,ascent,labview_demo_csv
ARO-01,2558,A_linear,healthy,ascent,1.016,0.569,18.1,55.7,1.027,60.0,ascent,labview_demo_csv
ARO-01,2559,A_linear,healthy,ascent,1.004,0.566,18.1,55.9,1.020,60.0,ascent,labview_demo_csv
ARO-01,2560,A_linear,healthy,ascent,1.025,0.578,18.1,56.3,1.042,60.0,ascent,labview_demo_csv
